original name,title,primary_name,rest_of_name,suffix,fuller_form,numbers,dates,birth date,death date,auth link,source
"Davis, Charles Moler, 1900-",,Davis,Charles Moler,,,,b. 1900,1900,,,lcnaf
"Pelz, Donald Campbell, 1921-",,Pelz,Donald Campbell,,,,b. 1921,1921,,http://id.loc.gov/authorities/names/n50010322,lcnaf
"Fulton, James Street, 1904-1997",,Fulton,James Street,,,,1904-1997,1904,1997,http://id.loc.gov/authorities/names/no00078893,lcnaf
"Frankensteen, Richard T. (Richard Truman), 1907-1977",,Frankensteen,Richard T.,,Richard Truman,,1907-1977,1907,1977,http://id.loc.gov/authorities/names/no2010115287,lcnaf
"Meir, Golda, 1898-1978.",,Meir,Golda,,,,1898-1978,1898,1978,http://id.loc.gov/authorities/names/n50013594,lcnaf
"Trapido, Harold.",,Trapido,Harold,,,,,,,,lcnaf
"Brennan, Thomas E.",,Brennan,Thomas E,,,,,,,,lcnaf
"Phillips, Wendell, 1811-1884.",,Phillips,Wendell,,,,1811-1884,1811,1884,http://id.loc.gov/authorities/names/n50011116,lcnaf
"Overberger, Charles G. (1920-1987)",,Overberger,Charles G. (),,,,1920-1987,1920,1987,,lcnaf
"Heyns, Roger W. (Roger William), 1918-1995",,Heyns,Roger W.,,Roger William,,1918-1995,1918,1995,http://id.loc.gov/authorities/names/no99002180,lcnaf
"Dodd, Bella V., 1904-1969",,Dodd,Bella V.,,,,1904-1969,1904,1969,http://id.loc.gov/authorities/names/no2013075060,lcnaf
"Bstan-'dzin-rgya-mtsho, Dalai Lama XIV, 1935-",Dalai Lama XIV,Bstan-'dzin-rgya-mtsho,,,,,b. 1935,1935,,,lcnaf
"Upjohn, William E.",,Upjohn,William E,,,,,,,,lcnaf
"Hay, Regina, 1896-",,Hay,Regina,,,,b. 1896,1896,,,lcnaf
"Bolton, Chester Castle, 1882-1939.",,Bolton,Chester Castle,,,,1882-1939,1882,1939,http://id.loc.gov/authorities/names/n88212031,lcnaf
"Wilcox, Ella Wheeler, 1850-1919.",,Wilcox,Ella Wheeler,,,,1850-1919,1850,1919,,lcnaf
"Oliver, William H.",,Oliver,William H,,,,,,,,lcnaf
"Trowbridge, L. S. (Luther Stephen), 1836-1912.",,Trowbridge,L. S.,,Luther Stephen,,1836-1912,1836,1912,http://id.loc.gov/authorities/names/n82054797,lcnaf
"James, William Francis, 1873-1945.",,James,William Francis,,,,1873-1945,1873,1945,http://id.loc.gov/authorities/names/no2008029973,lcnaf
"Houghton, Douglass, 1809-1845.",,Houghton,Douglass,,,,1809-1845,1809,1845,http://id.loc.gov/authorities/names/nr92024162,lcnaf
"Hull, William, 1753-1825.",,Hull,William,,,,1753-1825,1753,1825,http://id.loc.gov/authorities/names/n85305941,lcnaf
"Stough, Irvin K.",,Stough,Irvin K,,,,,,,,lcnaf
"Monteith, Abigail Harris, b. 1801.",,Monteith,Abigail Harris,,,,b. 1801,1801,,,lcnaf
"Gossett, Elizabeth Hughes, 1908-1981.",,Gossett,Elizabeth Hughes,,,,1908-1981,1908,1981,,lcnaf
"Lansing, John B.",,Lansing,John B,,,,,,,http://id.loc.gov/authorities/names/n50035997,lcnaf
"Carr, Leland W. (Leland Walker), 1883-1969",,Carr,Leland W.,,Leland Walker,,1883-1969,1883,1969,http://id.loc.gov/authorities/names/no2008190215,lcnaf
"Upson, Lent Dayton, 1886-1949.",,Upson,Lent Dayton,,,,1886-1949,1886,1949,http://id.loc.gov/authorities/names/no00082472,lcnaf
"Davis, Dwight Filley, 1879-1945.",,Davis,Dwight Filley,,,,1879-1945,1879,1945,http://id.loc.gov/authorities/names/n97046482,lcnaf
"Quimby, Thomas H. E. (Thomas Howard Emerson), 1918-1998",,Quimby,Thomas H. E.,,Thomas Howard Emerson,,1918-1998,1918,1998,http://id.loc.gov/authorities/names/n91084884,lcnaf
"Jenner, William Le Baron, 1832-1907.",,Jenner,William Le Baron,,,,1832-1907,1832,1907,,lcnaf
"Forster, John Harris, 1822-1894.",,Forster,John Harris,,,,1822-1894,1822,1894,http://id.loc.gov/authorities/names/nr90007454,lcnaf
"Plunckett, Horace.",,Plunckett,Horace,,,,,,,,lcnaf
"Sibelius, Jean, 1865-1957.",,Sibelius,Jean,,,,1865-1957,1865,1957,http://id.loc.gov/authorities/names/n79068399,lcnaf
"Hughes, Talmadge Coates, 1887-1963.",,Hughes,Talmadge Coates,,,,1887-1963,1887,1963,,lcnaf
"Carey, Edward.",,Carey,Edward,,,,,,,,lcnaf
"Person, Seymour Howe, 1879-1957.",,Person,Seymour Howe,,,,1879-1957,1879,1957,http://id.loc.gov/authorities/names/n00113349,lcnaf
"Clark, Horace.",,Clark,Horace,,,,,,,,lcnaf
"Dodge, Henry M.",,Dodge,Henry M,,,,,,,,lcnaf
"Nowland, Chester.",,Nowland,Chester,,,,,,,,lcnaf
"Pryor, Millard H., 1901-",,Pryor,Millard H.,,,,b. 1901,1901,,,lcnaf
"Ditchy, Clair W. (Clair William)",,Ditchy,Clair W.,,Clair William,,,,,,lcnaf
"Schoolcraft, James L.",,Schoolcraft,James L,,,,,,,,lcnaf
"Collier, John, 1884-1968.",,Collier,John,,,,1884-1968,1884,1968,http://id.loc.gov/authorities/names/n81090402,lcnaf
"Castle, William R. (William Richards), 1878-1963.",,Castle,William R.,,William Richards,,1878-1963,1878,1963,http://id.loc.gov/authorities/names/n88661666,lcnaf
"Merriam, Warren Sturtevant, 1901-1972.",,Merriam,Warren Sturtevant,,,,1901-1972,1901,1972,,lcnaf
"Earhart, Will.",,Earhart,Will,,,,,,,http://id.loc.gov/authorities/names/nr89008677,lcnaf
"Ingram, H. Robert.",,Ingram,H. Robert,,,,,,,http://id.loc.gov/authorities/names/n88646403,lcnaf
"Ames, Henry Vandenburg, 1865-1935.",,Ames,Henry Vandenburg,,,,1865-1935,1865,1935,,lcnaf
"Griffin, James B. (James Bennett), 1905-1997",,Griffin,James B.,,James Bennett,,1905-1997,1905,1997,http://id.loc.gov/authorities/names/n50031636,lcnaf
"Widmann, Otto, 1841-1933.",,Widmann,Otto,,,,1841-1933,1841,1933,,lcnaf
"Everett, Charles Carroll, 1829-1900.",,Everett,Charles Carroll,,,,1829-1900,1829,1900,http://id.loc.gov/authorities/names/n87127892,lcnaf
"Bulkley, Jonathan W.",,Bulkley,Jonathan W,,,,,,,,lcnaf
"Kipke, Harry G., 1899-1972.",,Kipke,Harry G.,,,,1899-1972,1899,1972,,lcnaf
"Poling, H. A.",,Poling,H. A,,,,,,,,lcnaf
"Swets, Seymour.",,Swets,Seymour,,,,,,,,lcnaf
"Fulton, Douglas.",,Fulton,Douglas,,,,,,,http://id.loc.gov/authorities/names/nr92035613,lcnaf
"Stevens, Albert Kunnen, 1901-1984.",,Stevens,Albert Kunnen,,,,1901-1984,1901,1984,,lcnaf
"Gale, Esson M. (Esson McDowell), 1884-1964",,Gale,Esson M.,,Esson McDowell,,1884-1964,1884,1964,http://id.loc.gov/authorities/names/no2008189543,lcnaf
"Smith, Arthur Whitmore, 1874-1954.",,Smith,Arthur Whitmore,,,,1874-1954,1874,1954,http://id.loc.gov/authorities/names/n85800554,lcnaf
"Beaman, F. C. (Fernando C.), 1814-1882.",,Beaman,F. C.,,Fernando C.,,1814-1882,1814,1882,http://id.loc.gov/authorities/names/n90637392,lcnaf
"Gayley, Charles Mills, 1858-1932.",,Gayley,Charles Mills,,,,1858-1932,1858,1932,http://id.loc.gov/authorities/names/n50016340,lcnaf
"Pomeroy, Susan Lincoln.",,Pomeroy,Susan Lincoln,,,,,,,,lcnaf
"Douglass, Martha Matilda Nellis.",,Douglass,Martha Matilda Nellis,,,,,,,,lcnaf
"Bevier, Jonathan.",,Bevier,Jonathan,,,,,,,,lcnaf
"Spencer, Edward A., d. 1964.",,Spencer,Edward A.,,,,d. 1964,,1964,,lcnaf
"Lillie, Frank Rattray, 1870-1947.",,Lillie,Frank Rattray,,,,1870-1947,1870,1947,http://id.loc.gov/authorities/names/n87834084,lcnaf
"Stone, Harriette, 1867-",,Stone,Harriette,,,,b. 1867,1867,,,lcnaf
"Buchele, Luther.",,Buchele,Luther,,,,,,,,lcnaf
"Gilman, Sid, 1932-",,Gilman,Sid,,,,b. 1932,1932,,,lcnaf
"Gordon, Nancy C.",,Gordon,Nancy C,,,,,,,,lcnaf
"Sass, Samuel, 1915-",,Sass,Samuel,,,,b. 1915,1915,,,lcnaf
"McClellan, George Brinton, 1826-1885.",,McClellan,George Brinton,,,,1826-1885,1826,1885,http://id.loc.gov/authorities/names/n50014834,lcnaf
"Bradner, C. C.",,Bradner,C. C,,,,,,,,lcnaf
"Rogers, Ginger, 1911-1995",,Rogers,Ginger,,,,1911-1995,1911,1995,http://id.loc.gov/authorities/names/n50048014,lcnaf
"Geerlings, Clyde H., 1904-",,Geerlings,Clyde H.,,,,b. 1904,1904,,,lcnaf
"Sawyer, Ernie H.",,Sawyer,Ernie H,,,,,,,,lcnaf
"Foster, Madison, 1940-",,Foster,Madison,,,,b. 1940,1940,,,lcnaf
"Buchanan, James, 1791-1868.",,Buchanan,James,,,,1791-1868,1791,1868,http://id.loc.gov/authorities/names/n78095586,lcnaf
"Lovell, Almira F.",,Lovell,Almira F,,,,,,,,lcnaf
"Boulding, Elise.",,Boulding,Elise,,,,,,,http://id.loc.gov/authorities/names/n79021676,lcnaf
"Wheeler, Ralph Emerson, 1901-",,Wheeler,Ralph Emerson,,,,b. 1901,1901,,,lcnaf
"Boyd, William H. (William Hart), 1811-1898.",,Boyd,William H.,,William Hart,,1811-1898,1811,1898,,lcnaf
"Todd, J. Beecher.",,Todd,J. Beecher,,,,,,,,lcnaf
"Gibson, Emily S. Gilbert.",,Gibson,Emily S. Gilbert,,,,,,,,lcnaf
"Cowley, W. H. (William Harold), 1899-1978",,Cowley,W. H.,,William Harold,,1899-1978,1899,1978,http://id.loc.gov/authorities/names/n79145819,lcnaf
"Garland, Hamlin, 1860-1940.",,Garland,Hamlin,,,,1860-1940,1860,1940,http://id.loc.gov/authorities/names/n80045857,lcnaf
"Detzer, Karl, 1891-",,Detzer,Karl,,,,b. 1891,1891,,,lcnaf
"Marzolf, Marion T.",,Marzolf,Marion T,,,,,,,,lcnaf
"Sexton, Mary.",,Sexton,Mary,,,,,,,,lcnaf
"Johnson, Andrew, 1808-1875.",,Johnson,Andrew,,,,1808-1875,1808,1875,http://id.loc.gov/authorities/names/n79056304,lcnaf
"Larcom, Guy C., 1913-",,Larcom,Guy C.,,,,b. 1913,1913,,,lcnaf
"De Leon, Ted.",,De Leon,Ted,,,,,,,,lcnaf
"Pepper, Charles Melville, 1859-1930.",,Pepper,Charles Melville,,,,1859-1930,1859,1930,http://id.loc.gov/authorities/names/no00000505,lcnaf
"Weston, J. W.",,Weston,J. W,,,,,,,,lcnaf
"Mallett, Reginald, 1893-1965.",,Mallett,Reginald,,,,1893-1965,1893,1965,http://id.loc.gov/authorities/names/no2010006092,lcnaf
"Heath, Edwin R.",,Heath,Edwin R,,,,,,,,lcnaf
"Ross, Gilbert, 1903-",,Ross,Gilbert,,,,b. 1903,1903,,,lcnaf
"Shepard, John Frederick, 1881-1965.",,Shepard,John Frederick,,,,1881-1965,1881,1965,,lcnaf
"Spencer, Anna Garlin, 1851-1931.",,Spencer,Anna Garlin,,,,1851-1931,1851,1931,http://id.loc.gov/authorities/names/n91032421,lcnaf
"Witherspoon, Frances M., 1886-1973.",,Witherspoon,Frances M.,,,,1886-1973,1886,1973,,lcnaf
"O'Brien, Michael, 1943-",,O'Brien,Michael,,,,b. 1943,1943,,http://id.loc.gov/authorities/names/n80059571,lcnaf
"Gelston, J. M. (Joseph Mills), 1847-1931.",,Gelston,J. M.,,Joseph Mills,,1847-1931,1847,1931,http://id.loc.gov/authorities/names/no96038894,lcnaf
"Kallen, Horace Meyer, 1882-1974.",,Kallen,Horace Meyer,,,,1882-1974,1882,1974,http://id.loc.gov/authorities/names/n80023585,lcnaf
"Rapaport, David.",,Rapaport,David,,,,,,,,lcnaf
"Schwenk, Thomas L.",,Schwenk,Thomas L,,,,,,,http://id.loc.gov/authorities/names/n84185378,lcnaf
"Bareng, T.",,Bareng,T,,,,,,,,lcnaf
"Triggs, Oscar Lovell, 1865-1930.",,Triggs,Oscar Lovell,,,,1865-1930,1865,1930,http://id.loc.gov/authorities/names/n96116687,lcnaf
"Caird, Edward, 1835-1908.",,Caird,Edward,,,,1835-1908,1835,1908,http://id.loc.gov/authorities/names/n50032854,lcnaf
"Muldoon, William.",,Muldoon,William,,,,,,,,lcnaf
"Baker, Art.",,Baker,Art,,,,,,,,lcnaf
"Reeves, Jesse Siddall, 1872-1942",,Reeves,Jesse Siddall,,,,1872-1942,1872,1942,http://id.loc.gov/authorities/names/no2001028340,lcnaf
"Jones, Ruth Ann Doan.",,Jones,Ruth Ann Doan,,,,,,,,lcnaf
"Weigant, Lee.",,Weigant,Lee,,,,,,,,lcnaf
"Sanderson, Harvey.",,Sanderson,Harvey,,,,,,,,lcnaf
"Sugden, Howard.",,Sugden,Howard,,,,,,,,lcnaf
"Pond, Elihu Bartlit, 1826-1898.",,Pond,Elihu Bartlit,,,,1826-1898,1826,1898,,lcnaf
"Bassett, Leslie, 1905-",,Bassett,Leslie,,,,b. 1905,1905,,,lcnaf
"Allen, Shirley Walter, 1883-",,Allen,Shirley Walter,,,,b. 1883,1883,,,lcnaf
"Hayden, Joseph Ralston, 1887-1945.",,Hayden,Joseph Ralston,,,,1887-1945,1887,1945,http://id.loc.gov/authorities/names/n85252398,lcnaf
"Bose, Jagadis Chandra, 1858-1937.",,Bose,Jagadis Chandra,,,,1858-1937,1858,1937,http://id.loc.gov/authorities/names/n84806202,lcnaf
"Wethey, Harold E. (Harold Edwin), 1902-1984.",,Wethey,Harold E.,,Harold Edwin,,1902-1984,1902,1984,http://id.loc.gov/authorities/names/n85306965,lcnaf
"McKinley, William, 1843-1901.",,McKinley,William,,,,1843-1901,1843,1901,http://id.loc.gov/authorities/names/n80079701,lcnaf
"Field, Moses W., 1828-1889.",,Field,Moses W.,,,,1828-1889,1828,1889,http://id.loc.gov/authorities/names/no2013128940,lcnaf
"Shelly, Will.",,Shelly,Will,,,,,,,,lcnaf
"Hildebrandt, Herbert W.",,Hildebrandt,Herbert W,,,,,,,,lcnaf
"Choate, Joseph Hodges, 1832-1917.",,Choate,Joseph Hodges,,,,1832-1917,1832,1917,http://id.loc.gov/authorities/names/n50038184,lcnaf
"Hubbell, Winifred.",,Hubbell,Winifred,,,,,,,,lcnaf
"Smith, Robert R., 1847-",,Smith,Robert R.,,,,b. 1847,1847,,,lcnaf
"Eggan, Fred, 1906-1991",,Eggan,Fred,,,,1906-1991,1906,1991,http://id.loc.gov/authorities/names/n50030235,lcnaf
"McDonald, John Samuel, 1865-",,McDonald,John Samuel,,,,b. 1865,1865,,,lcnaf
"Smith, Theobald, 1859-1934.",,Smith,Theobald,,,,1859-1934,1859,1934,http://id.loc.gov/authorities/names/n88274023,lcnaf
"Horsky, Charles Antone.",,Horsky,Charles Antone,,,,,,,,lcnaf
"Kamisar, Yale.",,Kamisar,Yale,,,,,,,http://id.loc.gov/authorities/names/n79022290,lcnaf
"Peabody, George Foster, 1852-1938.",,Peabody,George Foster,,,,1852-1938,1852,1938,http://id.loc.gov/authorities/names/n86001727,lcnaf
"McAllister, Thomas Francis, 1896-",,McAllister,Thomas Francis,,,,b. 1896,1896,,,lcnaf
"Burke, Edward Raymond, 1890-",,Burke,Edward Raymond,,,,b. 1890,1890,,,lcnaf
"Bernstein, Leonard.",,Bernstein,Leonard,,,,,,,,lcnaf
"Belding, Anson Wood.",,Belding,Anson Wood,,,,,,,,lcnaf
"Hunt, Richard, 1935-",,Hunt,Richard,,,,b. 1935,1935,,http://id.loc.gov/authorities/names/n91051257,lcnaf
"Saxon, Lyle, 1891-1946.",,Saxon,Lyle,,,,1891-1946,1891,1946,http://id.loc.gov/authorities/names/n83188308,lcnaf
"Elmslie, George Grant, 1871-1952.",,Elmslie,George Grant,,,,1871-1952,1871,1952,http://id.loc.gov/authorities/names/n82087728,lcnaf
"Constantinides, George.",,Constantinides,George,,,,,,,http://id.loc.gov/authorities/names/n86870732,lcnaf
"Suits, Daniel Burbidge, 1918-",,Suits,Daniel Burbidge,,,,b. 1918,1918,,http://id.loc.gov/authorities/names/n50010763,lcnaf
"Smith, H. Alexander (Howard Alexander), 1880-1966.",,Smith,H. Alexander,,Howard Alexander,,1880-1966,1880,1966,http://id.loc.gov/authorities/names/n85185913,lcnaf
"Boyer, Joseph, 1848-1930.",,Boyer,Joseph,,,,1848-1930,1848,1930,,lcnaf
"Lanham, John, 1927-",,Lanham,John,,,,b. 1927,1927,,,lcnaf
"Vander Velde, Lewis G. (Lewis George), 1890-1975.",,Vander Velde,Lewis G.,,Lewis George,,1890-1975,1890,1975,http://id.loc.gov/authorities/names/no98120235,lcnaf
"Claybourn, John Geronold, 1886-",,Claybourn,John Geronold,,,,b. 1886,1886,,,lcnaf
"Clark, Frederick Converse.",,Clark,Frederick Converse,,,,,,,,lcnaf
"Westbrook, Lawrence, 1889-1964.",,Westbrook,Lawrence,,,,1889-1964,1889,1964,,lcnaf
"Benedict, Ruth, 1887-1948.",,Benedict,Ruth,,,,1887-1948,1887,1948,http://id.loc.gov/authorities/names/n50029994,lcnaf
"Lynch, Florence, 1911-",,Lynch,Florence,,,,b. 1911,1911,,,lcnaf
"Towsley, Harry A.",,Towsley,Harry A,,,,,,,http://id.loc.gov/authorities/names/n88038325,lcnaf
"Roth, Stephen J.",,Roth,Stephen J,,,,,,,http://id.loc.gov/authorities/names/n87815580,lcnaf
"Ferguson, Homer, 1889-1982.",,Ferguson,Homer,,,,1889-1982,1889,1982,,lcnaf
"Cannon, Levi H., b. 1830 or 31.",,Cannon,Levi H.,,,,b. 1830,1830,,,lcnaf
"Eerdmans, William B.",,Eerdmans,William B,,,,,,,,lcnaf
"Alexander, Robert, 1945-",,Alexander,Robert,,,,b. 1945,1945,,,lcnaf
"Sales, Soupy.",,Sales,Soupy,,,,,,,http://id.loc.gov/authorities/names/n86006004,lcnaf
"Lausche, Frank John, 1895-1990",,Lausche,Frank John,,,,1895-1990,1895,1990,http://id.loc.gov/authorities/names/n96063549,lcnaf
"Edwards, J. Edgar (Joseph Edgar), 1909-1973.",,Edwards,J. Edgar,,Joseph Edgar,,1909-1973,1909,1973,,lcnaf
"Farrand, Livingston, 1867-1939.",,Farrand,Livingston,,,,1867-1939,1867,1939,http://id.loc.gov/authorities/names/n89657991,lcnaf
"Rutherford, Frances A., 1842-1922.",,Rutherford,Frances A.,,,,1842-1922,1842,1922,,lcnaf
"Fretz, William G., 1869-",,Fretz,William G.,,,,b. 1869,1869,,,lcnaf
"Zeigen, Frederic H., 1874-",,Zeigen,Frederic H.,,,,b. 1874,1874,,,lcnaf
"Burritt, Balley Barton, 1878-1954.",,Burritt,Balley Barton,,,,1878-1954,1878,1954,,lcnaf
"Richardson, Hilary Goode, 1874-",,Richardson,Hilary Goode,,,,b. 1874,1874,,,lcnaf
"Lerner, Max, 1902-1992",,Lerner,Max,,,,1902-1992,1902,1992,http://id.loc.gov/authorities/names/n79147884,lcnaf
"Langhorne, J. Leon.",,Langhorne,J. Leon,,,,,,,,lcnaf
"Wiley, Alexander, 1884-1967.",,Wiley,Alexander,,,,1884-1967,1884,1967,http://id.loc.gov/authorities/names/n92061732,lcnaf
"Smith, Gerald L. K. (Gerald Lyman Kenneth), 1898-",,Smith,Gerald L. K.,,Gerald Lyman Kenneth,,b. 1898,1898,,,lcnaf
"Aldrich, Nelson W. (Nelson Wilmarth), 1841-1915.",,Aldrich,Nelson W.,,Nelson Wilmarth,,1841-1915,1841,1915,http://id.loc.gov/authorities/names/no89019687,lcnaf
"Feldman, Richard.",,Feldman,Richard,,,,,,,,lcnaf
"Sligh, Charles Robert, 1850-1927.",,Sligh,Charles Robert,,,,1850-1927,1850,1927,,lcnaf
"Hulcher, Wendell Elsworth, 1922-",,Hulcher,Wendell Elsworth,,,,b. 1922,1922,,,lcnaf
"McGaffey, Neal.",,McGaffey,Neal,,,,,,,http://id.loc.gov/authorities/names/n00076660,lcnaf
"Lowell, A. Lawrence (Abbott Lawrence), 1856-1943.",,Lowell,A. Lawrence,,Abbott Lawrence,,1856-1943,1856,1943,http://id.loc.gov/authorities/names/n50040391,lcnaf
"Hull, Frances Ball.",,Hull,Frances Ball,,,,,,,,lcnaf
"Tuve, Merle Antony, 1901-1982.",,Tuve,Merle Antony,,,,1901-1982,1901,1982,http://id.loc.gov/authorities/names/n83001582,lcnaf
"Senier, Alfred, d. 1918.",,Senier,Alfred,,,,d. 1918,,1918,,lcnaf
"Dow, Neal, 1804-1897.",,Dow,Neal,,,,1804-1897,1804,1897,http://id.loc.gov/authorities/names/n85158243,lcnaf
"Braddock, Jim.",,Braddock,Jim,,,,,,,,lcnaf
"Lauer, Frank E.",,Lauer,Frank E,,,,,,,,lcnaf
"Eldridge, James B.",,Eldridge,James B,,,,,,,,lcnaf
"McKenzie, William Dexter, 1873-1960.",,McKenzie,William Dexter,,,,1873-1960,1873,1960,,lcnaf
"Bell, Margaret, 1888-1969.",,Bell,Margaret,,,,1888-1969,1888,1969,,lcnaf
"Furlong, Harold Arthur, 1895-",,Furlong,Harold Arthur,,,,b. 1895,1895,,,lcnaf
"Henselt, Adolf von, 1814-1889.",,Henselt,Adolf von,,,,1814-1889,1814,1889,http://id.loc.gov/authorities/names/n84012245,lcnaf
"Fletcher, William Asa, 1788-1852.",,Fletcher,William Asa,,,,1788-1852,1788,1852,http://id.loc.gov/authorities/names/n91114175,lcnaf
"Aigler, Ralph William, 1885-1964.",,Aigler,Ralph William,,,,1885-1964,1885,1964,,lcnaf
"Cain, Stanley A. (Stanley Adair), 1902-1995",,Cain,Stanley A.,,Stanley Adair,,1902-1995,1902,1995,http://id.loc.gov/authorities/names/n50032847,lcnaf
"Cooley, Mortimer E. (Mortimer Elwyn), 1855-1944.",,Cooley,Mortimer E.,,Mortimer Elwyn,,1855-1944,1855,1944,http://id.loc.gov/authorities/names/n84804477,lcnaf
"Cochran, Friend Morris, 1897-",,Cochran,Friend Morris,,,,b. 1897,1897,,,lcnaf
"Walsh, Patricia M., 1910-1998.",,Walsh,Patricia M.,,,,1910-1998,1910,1998,,lcnaf
"Smith, Thomas Vernor, 1890-1964.",,Smith,Thomas Vernor,,,,1890-1964,1890,1964,http://id.loc.gov/authorities/names/n50013220,lcnaf
"Hall, Bolton, 1854-1938.",,Hall,Bolton,,,,1854-1938,1854,1938,http://id.loc.gov/authorities/names/n86001382,lcnaf
"Stockton, Ronald R.",,Stockton,Ronald R,,,,,,,http://id.loc.gov/authorities/names/n83022020,lcnaf
"King, Jean Ledwith.",,King,Jean Ledwith,,,,,,,,lcnaf
"Lawrence, Ernest Orlando, 1901-1958.",,Lawrence,Ernest Orlando,,,,1901-1958,1901,1958,http://id.loc.gov/authorities/names/n81071818,lcnaf
"Butts, Thomas A.",,Butts,Thomas A,,,,,,,http://id.loc.gov/authorities/names/n84051573,lcnaf
"Lawrence, Luther E., 1914-",,Lawrence,Luther E.,,,,b. 1914,1914,,,lcnaf
"Wright, Dorothea Mason.",,Wright,Dorothea Mason,,,,,,,,lcnaf
"Neiberg, Vicki.",,Neiberg,Vicki,,,,,,,,lcnaf
"Osias, Camilo, 1889-",,Osias,Camilo,,,,b. 1889,1889,,http://id.loc.gov/authorities/names/n00113371,lcnaf
"Ferry, Thomas White, 1827-1896.",,Ferry,Thomas White,,,,1827-1896,1827,1896,http://id.loc.gov/authorities/names/no97068089,lcnaf
"Fecker, J. W.",,Fecker,J. W,,,,,,,,lcnaf
"Abraham, Nabeel.",,Abraham,Nabeel,,,,,,,http://id.loc.gov/authorities/names/n82042224,lcnaf
"Olander, Oscar G. (Oscar Gustaf), 1899-1963.",,Olander,Oscar G.,,Oscar Gustaf,,1899-1963,1899,1963,,lcnaf
"Taylor, Orla Benedict, 1865-1945.",,Taylor,Orla Benedict,,,,1865-1945,1865,1945,http://id.loc.gov/authorities/names/no2002045724,lcnaf
"Bates, Henry Moore, 1869-1949.",,Bates,Henry Moore,,,,1869-1949,1869,1949,http://id.loc.gov/authorities/names/no2001090656,lcnaf
"Parker, Sampson, b. 1818.",,Parker,Sampson,,,,b. 1818,1818,,,lcnaf
"Hodesh, Mark.",,Hodesh,Mark,,,,,,,http://id.loc.gov/authorities/names/n94059498,lcnaf
"Woodard, C. S. (Charles Sherman)",,Woodard,C. S.,,Charles Sherman,,,,,,lcnaf
"Carter, Thomas M.",,Carter,Thomas M,,,,,,,http://id.loc.gov/authorities/names/n83192869,lcnaf
"Booth, Evangeline, 1865-1950.",,Booth,Evangeline,,,,1865-1950,1865,1950,http://id.loc.gov/authorities/names/n80066729,lcnaf
"Wrentmore, Clarence George, 1867-1934.",,Wrentmore,Clarence George,,,,1867-1934,1867,1934,,lcnaf
"Mead, Harry L., 1893-",,Mead,Harry L.,,,,b. 1893,1893,,,lcnaf
"Johnson, Thomas Edward, 1883-",,Johnson,Thomas Edward,,,,b. 1883,1883,,,lcnaf
"Perkins, Frances, 1882-1965.",,Perkins,Frances,,,,1882-1965,1882,1965,,lcnaf
"Schmid, Friedrich, 1807-1883",,Schmid,Friedrich,,,,1807-1883,1807,1883,,lcnaf
"Salk, Jonas, 1914-1995.",,Salk,Jonas,,,,1914-1995,1914,1995,http://id.loc.gov/authorities/names/n50017557,lcnaf
"Günther, Albert C. L. G. (Albert Carl Ludwig Gotthilf), 1830-1914.",,Günther,Albert C. L. G.,,Albert Carl Ludwig Gotthilf,,1830-1914,1830,1914,,lcnaf
"Van Denburgh, John, 1872-1924.",,Van Denburgh,John,,,,1872-1924,1872,1924,http://id.loc.gov/authorities/names/n88611893,lcnaf
"Krishna Menon, V. K. (Vengalil Krishnan), 1897-1974.",,Krishna Menon,V. K.,,Vengalil Krishnan,,1897-1974,1897,1974,http://id.loc.gov/authorities/names/n80056932,lcnaf
"Phillips, James Duncan, b. 1876.",,Phillips,James Duncan,,,,b. 1876,1876,,,lcnaf
"Dole, Nathan Haskell, 1852-1935.",,Dole,Nathan Haskell,,,,1852-1935,1852,1935,http://id.loc.gov/authorities/names/n50027251,lcnaf
"Cagas, Antonio.",,Cagas,Antonio,,,,,,,,lcnaf
"Blair, Charles A. (Charles Austin), 1854-1912.",,Blair,Charles A.,,Charles Austin,,1854-1912,1854,1912,http://id.loc.gov/authorities/names/n90620372,lcnaf
"Cassidy, Jay.",,Cassidy,Jay,,,,,,,http://id.loc.gov/authorities/names/no2005085083,lcnaf
"Ramsey, Leon, 1897-",,Ramsey,Leon,,,,b. 1897,1897,,,lcnaf
"Mason, Stevens Thomson, 1811-1843.",,Mason,Stevens Thomson,,,,1811-1843,1811,1843,http://id.loc.gov/authorities/names/n81076840,lcnaf
"Brownell, Esther Delzell, 1902-1991.",,Brownell,Esther Delzell,,,,1902-1991,1902,1991,,lcnaf
"Walker, Aldace F., 1842-1901.",,Walker,Aldace F.,,,,1842-1901,1842,1901,http://id.loc.gov/authorities/names/no90002327,lcnaf
"Claybourn, Leslie W. (Leslie William), 1883-1956.",,Claybourn,Leslie W.,,Leslie William,,1883-1956,1883,1956,,lcnaf
"Swarthout, Elvin, 1864-1935.",,Swarthout,Elvin,,,,1864-1935,1864,1935,,lcnaf
"Waring, Fred, 1900-1984.",,Waring,Fred,,,,1900-1984,1900,1984,http://id.loc.gov/authorities/names/n81109244,lcnaf
"Kenyon, Frederic G. (Frederic George), Sir, 1863-1952.",Sir,Kenyon,Frederic G.,,Frederic George,,1863-1952,1863,1952,http://id.loc.gov/authorities/names/n50044760,lcnaf
"Preston, Fowler S., 1844-1896.",,Preston,Fowler S.,,,,1844-1896,1844,1896,,lcnaf
